,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
3970,2017-12-11,2022-07-25,53.0,55.75312778556547,5.194580727482015,2.0751953125
3971,2017-12-11,2022-06-20,52.0,53.042024661207776,2.0038935792457235,0.830078125
3972,2017-12-11,2022-05-23,51.0,54.826398314750634,7.502741793628694,3.0830078125
3973,2017-12-11,2022-04-25,50.0,55.21275107878553,10.425502157571058,4.2998046875
3974,2017-12-11,2022-03-21,49.0,54.94332186658558,12.129228299154239,5.091796875
3975,2017-12-11,2022-02-21,48.0,53.76749854279009,12.015621964146028,5.1279296875
3976,2017-12-11,2022-01-24,47.0,54.028655178356296,14.95458548586446,6.41796875
3977,2017-12-11,2021-12-20,46.0,54.649246003025574,18.80270870222951,8.1669921875
3978,2017-12-11,2021-11-22,45.0,55.49142814390925,23.31428476424279,10.14794921875
3979,2017-12-11,2021-10-25,44.0,53.34523893001055,21.23917938638762,9.4755859375
3980,2017-12-11,2021-09-20,43.0,51.0192682479291,18.649461041695577,8.6259765625
3981,2017-12-11,2021-08-23,42.0,50.70421675273487,20.724325601749698,9.6982421875
3982,2017-12-11,2021-07-26,41.0,48.52106272089709,18.344055416822172,8.81640625
3983,2017-12-11,2021-06-21,40.0,46.65523243949153,16.63808109872882,8.279296875
3984,2017-12-11,2021-05-25,39.0,44.70078356129515,14.617393746910633,7.455078125
3985,2017-12-11,2021-04-26,38.0,43.03328073580094,13.245475620528799,6.9306640625
3986,2017-12-11,2021-03-22,37.0,40.98471660296946,10.7695043323499,5.8583984375
3987,2017-12-11,2021-02-22,36.0,39.38376447814123,9.39934577261453,5.2421875
3988,2017-12-11,2021-01-25,35.0,37.93526065239944,8.386459006855551,4.791015625
3989,2017-12-11,2020-12-21,34.0,35.791996709101575,5.2705785561811025,3.1416015625
3990,2017-12-11,2020-11-23,33.0,34.449772948252985,4.393251358342378,2.68359375
3991,2017-12-11,2020-10-26,32.0,31.65537229228967,-1.0769615865947824,-0.68359375
3992,2017-12-11,2020-09-21,31.0,30.812655062014507,-0.6043385096306233,-0.396484375
3993,2017-12-11,2020-08-24,30.0,30.031714537521957,0.10571512507318914,0.0703125
3994,2017-12-11,2020-07-27,29.0,28.54103236375804,-1.5826470215240058,-1.091796875
3995,2017-12-11,2020-06-29,28.0,27.225545796277398,-2.765907870437864,-1.9609375
3996,2017-12-11,2020-04-20,26.0,24.17659792783855,-7.013084892928654,-5.4326171875
3997,2017-12-11,2020-03-23,25.0,21.023900372145345,-15.90439851141862,-12.9140625
3998,2017-12-11,2020-02-24,24.0,25.550254598467482,6.459394160281177,5.12890625
