,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
2458,2019-12-10,2021-09-20,19.0,21.608263623993363,13.727703284175595,13.158203125
2459,2019-12-10,2021-08-20,18.0,20.74819673610004,15.26775964500023,15.306640625
2460,2019-12-10,2021-07-20,17.0,19.319199684692272,13.64235108642513,14.375
2461,2019-12-10,2021-06-21,16.0,18.111103884730902,13.194399279568136,14.533203125
2462,2019-12-10,2021-05-20,15.0,16.57522232830898,10.501482188726524,12.244140625
2463,2019-12-10,2021-04-20,14.0,15.744819424939832,12.462995892427374,15.3046875
2464,2019-12-10,2021-03-22,13.0,14.473037007193337,11.331053901487211,14.63671875
2465,2019-12-10,2021-02-22,12.0,13.205644301593301,10.047035846610841,13.626953125
2466,2019-12-10,2021-01-20,11.0,11.99004390357265,9.000399123387723,13.107421875
2467,2019-12-10,2020-12-21,10.0,10.513790687514161,5.1379068751416135,7.91796875
2468,2019-12-10,2020-11-20,9.0,9.47390426804116,5.265602978235112,8.71484375
2469,2019-12-10,2020-10-20,8.0,8.219466184331907,2.743327304148835,4.865234375
2470,2019-12-10,2020-09-21,7.0,6.974671588258479,-0.3618344534502985,-0.6796875
2471,2019-12-10,2020-08-20,6.0,6.049729445993425,0.8288240998904239,1.71875
2472,2019-12-10,2020-07-20,5.0,5.016088850807443,0.3217770161488609,0.73046875
2473,2019-12-10,2020-06-22,4.0,3.8388584804827843,-4.028537987930392,-9.59375
2474,2019-12-10,2020-05-20,3.0,2.705599328316443,-9.813355722785241,-25.05078125
2475,2019-12-10,2020-04-20,2.0,1.7572850985410509,-12.135745072947458,64.0
2476,2019-12-10,2020-03-20,1.0,0.7867398732914297,-21.326012670857033,64.0
2477,2019-12-10,2020-02-20,,,,
2478,2019-12-10,2020-01-21,,,,
2479,2019-12-10,2019-12-20,,,,
2508,2019-11-11,2023-01-20,36.0,35.691869444657236,-0.8559182092854556,-0.494140625
2509,2019-11-11,2022-12-20,35.0,33.79140677203854,-3.453123508461309,-2.0625
2510,2019-11-11,2022-11-21,34.0,33.99954130909151,-0.0013490909073171303,-0.0009765625
2511,2019-11-11,2022-10-20,33.0,31.94391178496704,-3.2002673182817003,-2.0078125
2512,2019-11-11,2022-09-20,32.0,32.08850079750633,0.27656499220727326,0.17578125
2513,2019-11-11,2022-08-22,31.0,32.9420383203167,6.2646397429570895,4.017578125
2514,2019-11-11,2022-07-20,30.0,30.534478063993287,1.7815935466442905,1.1953125
2515,2019-11-11,2022-06-20,29.0,28.08195199773283,-3.165682766438518,-2.21484375
2516,2019-11-11,2022-05-20,28.0,28.311467024718368,1.1123822311370293,0.79296875
2517,2019-11-11,2022-04-20,27.0,29.53025941703243,9.37133117419418,6.74609375
2518,2019-11-11,2022-03-21,26.0,28.41100956225881,9.273113700995417,6.890625
2519,2019-11-11,2022-02-21,25.0,27.029462416414187,8.117849665656749,6.21875
2520,2019-11-11,2022-01-20,24.0,27.02526054479769,12.605252269990372,9.94140625
2521,2019-11-11,2021-12-20,23.0,26.526915058250417,15.33441329674094,12.49609375
2522,2019-11-11,2021-11-22,22.0,26.296102199469235,19.527737270314706,16.32421875
2523,2019-11-11,2021-10-20,21.0,24.32703574643416,15.843027363972189,13.947265625
2524,2019-11-11,2021-09-20,20.0,22.80066028087161,14.003301404358055,12.8603515625
2525,2019-11-11,2021-08-20,19.0,21.948907400457646,15.520565265566557,14.875
2526,2019-11-11,2021-07-20,18.0,20.494968326611804,13.860935147843357,13.939453125
